Title,Category,Link,Date,Author,Description,Polarity
The narrowing crypto arbitrage gap is a ‘passing phase’ ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/the-narrowing-crypto-arbitrage-gap-is-a-passing-phase/,20 Jul 2021 / ,Ciaran Ryan,Reasons cited for the dwindling gap range from the Africrypt ‘hack’ to the general slump in crypto prices. ,Positive
Bitcoin resumes slide toward $30 000 as crypto confidence ebbs ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-resumes-slide-toward-30-000-as-crypto-confidence-ebbs/,19 Jul 2021 / ,"Vildana Hajric and Claire Ballentine, Bloomberg",The retreat comes amid a broader risk-off environment that’s also seen US equities fall due to fears of slowing growth and a relentless spread of the delta variant of Covid. ,Negative
Crypto insiders posit bitcoin price floor around $30 000 level ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-insiders-posit-bitcoin-price-floor-around-30-000-level/,16 Jul 2021 / ,"Joanna Ossinger, Bloomberg",'The market at the moment seems to paying attention more to bad news than good' - JST Capital co-founder. ,Positive
Crypto pioneer Quigley sees NFTs everywhere in next 10 years ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-pioneer-quigley-sees-nfts-everywhere-in-next-10-years/,13 Jul 2021 / ,"Joanna Ossinger, Bloomberg","'All consumer products -- that can’t be eaten -- in the next 10 years will have digital twins. They will have NFTs,' Quigley said ",Neutral
No takers from crypto crowd for massive diamond ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/no-takers-from-crypto-crowd-for-massive-diamond/,9 Jul 2021 / , Bloomberg News,"Cash is still king, for now. ",Neutral
Cryptocurrency could buy you a 101-carat diamond at Sotheby’s ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/cryptocurrency-could-buy-you-a-101-carat-diamond-at-sothebys/,7 Jul 2021 / ,"Thomas Shum, Bloomberg",Marking another milestone in the adoption of cryptocurrencies. ,Neutral
Earning passive income with crypto during Covid lockdowns ,,https://www.moneyweb.co.za/moneyweb-crypto/earning-passive-income-with-crypto-during-covid-lockdowns/,7 Jul 2021 / ,Ciaran Ryan,BitInvest’s computer algorithms generate three to five arbitrage trades a week. ,Neutral
"Better reporting, not just regulation, is what the crypto industry needs ",,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/better-reporting-not-just-regulation-is-what-the-crypto-industry-needs/,5 Jul 2021 / ,Wiehann Olivier,Proof of reserve audits will help bring much needed credibility to an industry hit with some spectacular frauds in the last year. ,Positive
China’s Bitcoin crackdown sets up record tweak to mining puzzle ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/chinas-bitcoin-crackdown-sets-up-record-tweak-to-mining-puzzle/,1 Jul 2021 / ,"Brandon Kochkodin, Bloomberg","Bitcoin is poised to break a record Friday, but it has nothing to do with its price. ",Neutral
Regulatory clock ticks for cryptocurrency assets in SA ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/regulatory-clock-ticks-for-cryptocurrency-assets-in-sa/,30 Jun 2021 / ,"Roxanne Henderson and Prinesha Naidoo, Bloomberg",'Defining this as a financial product and then developing the regulatory framework is important.' ,Positive
Bitcoin extends rebound with chartists eyeing bullish technicals ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-extends-rebound-with-chartists-eyeing-bullish-technicals/,30 Jun 2021 / ,"Vildana Hajric, Bloomberg",Bitcoin gained as much as 5% to $36 422 Tuesday in New York trading. ,Positive
Bitcoin leads broad crypto rally after defense of $30 000 level ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-leads-broad-crypto-rally-after-defense-of-30-000-level/,28 Jun 2021 / ,"Joanna Ossinger, Bloomberg","The largest cryptocurrency advanced 6% to $34 595 as of 2:10 p.m. in Hong Kong, in a second day of gains. ",Positive
UK financial regulator bars crypto exchange Binance markets ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/uk-financial-regulator-bars-crypto-exchange-binance-markets/,28 Jun 2021 / ,"Priscila Azevedo Rocha and Joanna Ossinger, Bloomberg",One of the most significant moves to date by a regulator amid a global crackdown in the crypto industry. ,Positive
Trail of brothers linked to missing bitcoin stash is still murky ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/trail-of-brothers-linked-to-missing-bitcoin-stash-is-still-murky-2/,28 Jun 2021 / ,"Loni Prinsloo and Roxanne Henderson, Bloomberg","The brothers halted their operations in April, along with a message to investors that Africrypt had been hacked and funds were missing. ",Negative
Crypto firms fight for top talent with hundreds of openings ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/crypto-firms-fight-for-top-talent-with-hundreds-of-openings/,27 Jun 2021 / ,"Kwan Wei Kevin Tan, Joanna Ossinger and Chanyaporn Chanjaroen, Bloomberg",As a frenzy of interest in digital currencies and other assets pits them against some of the world’s biggest financial institutions. ,Negative
SA bitcoin ‘ponzi’ scheme out of regulator’s reach ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/sa-bitcoin-ponzi-scheme-out-of-regulators-reach/,25 Jun 2021 / ," Roxanne Henderson and Loni Prinsloo, Bloomberg",Because cryptocurrency is not yet a regulated product. ,Neutral
Crypto bosses see miners fleeing China ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-bosses-see-miners-fleeing-china/,24 Jun 2021 / ,"Joanna Ossinger and Tracy Alloway, Bloomberg",As crackdown spreads. ,Neutral
Three incredibly powerful features of Easy Crypto ,,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/three-incredibly-powerful-features-of-easy-crypto/,24 Jun 2021 / ,Ciaran Ryan,The exchange forces you to hold crypto in your own wallet. But the real kicker is a tool for dollar-cost averaging. ,Positive
Bitcoin bounces back after tumbling below $30 000 threshold ,,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-bounces-back-after-tumbling-below-30-000-threshold/,23 Jun 2021 / ,"Vildana Hajric and Eric Lam, Bloomberg",The largest cryptocurrency rose as much as 4.5% and was trading at $33 837 as of 9:38 a.m. in Hong Kong. ,Positive
Crypto exchange’s plan to disrupt the payments market kicks off ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-exchanges-plan-to-disrupt-the-payments-market-kicks-off/,23 Jun 2021 / ,Ciaran Ryan,VALR has just launched an instant payments system that allows customers to send rands via mobile or email – at no charge. ,Neutral
Bitcoin drops below $30 000 for first time since January ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-drops-below-30-000-for-first-time-since-january/,22 Jun 2021 / ,"Vildana Hajric, Bloomberg","The original cryptocurrency has lost roughly 50% from its mid-April high of around $64 000, leaving it up just 5% for the year. ",Positive
Bitcoin’s drop closer to $30 000 stirs fears of a deeper selloff ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-drop-closer-to-30-000-stirs-fears-of-a-deeper-selloff/,22 Jun 2021 / ,"Eric Lam, Bloomberg",Bitcoin fell as much as 4.3% and was trading at about $32 240 as of 9:08 a.m. in Hong Kong. ,Positive
Bitcoin falls to two-week low as China cracks down on crypto ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-falls-to-two-week-low-as-china-cracks-down-on-crypto/,21 Jun 2021 / ,"Joanna Ossinger, Bloomberg",The largest virtual currency fell 8% to $33 070 as of 11:12 a.m. in London. Ether declined 12% to $1 993. ,Neutral
How some of the indirect (and more profitable) routes into bitcoin are doing ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/how-some-of-the-indirect-and-more-profitable-routes-into-bitcoin-are-doing/,15 Jun 2021 / ,Ciaran Ryan,Some of these crypto stocks have blown bitcoin away over the last year. ,Neutral
Bitcoin reaches highest level since May as chartists eye $50 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-reaches-highest-level-since-may-as-chartists-eye-50-000/,14 Jun 2021 / ,"Vildana Hajric and Claire Ballentine, Bloomberg","After a volatile weekend, Bitcoin has once again surpassed $40 000, reaching its highest level in more than two weeks. ",Positive
Wall Street asks if bitcoin can ever replace fiat currencies ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/wall-street-asks-if-bitcoin-can-ever-replace-fiat-currencies/,14 Jun 2021 / ,"Sydney Maki and Vildana Hajric, Bloomberg",Some observers wonder whether a bigger movement is afoot. ,Neutral
Bitcoin jumps after Musk says Tesla will use when mining cleaner ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-jumps-after-musk-says-tesla-will-use-when-mining-cleaner/,14 Jun 2021 / ,"Jim Silver and Joanna Ossinger, Boomberg","The cryptocurrency gained as much as 9.3% to $39 372 on Sunday afternoon in New York, the highest level since June 3. ",Positive
Wannabe bitcoin ETFs are mushrooming and getting more creative ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/wannabe-bitcoin-etfs-are-mushrooming-and-getting-more-creative/,14 Jun 2021 / ,"Claire Ballentine and Katie Greifeld, Bloomberg",Bitcoin ETF workarounds attract cash amid digital asset's rally. ,Neutral
SA plans to regulate crypto trading in phased manner ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/sa-plans-to-regulate-crypto-trading-in-phased-manner/,11 Jun 2021 / ,"Roxanne Henderson, Bloomberg","'Crypto assets will be brought into the South African regulatory purview in a phased and structured manner,' ",Neutral
Bitcoin climbs as regulators propose banking capital rules ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-climbs-as-regulators-propose-banking-capital-rules/,10 Jun 2021 / ,"Lynn Thomasson, Bloomberg",The largest digital token gained 5.1% to $38 250 as of 11:07 a.m. in London. ,Neutral
Bitcoin fall has strategists eyeing possible drop to $20 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-fall-has-strategists-eyeing-possible-drop-to-20-000/,9 Jun 2021 / ,"Eric Lam, Bloomberg","Others, however, remain confident about the longer term outlook. ",Positive
An inside look at how MTI managed to prolong an extraordinary losing streak ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/an-inside-look-at-how-mti-managed-to-prolong-an-extraordinary-losing-streak/,9 Jun 2021 / ,Ciaran Ryan,"It was losing money from the get-go, and had to lie and fabricate trading results to convince investors to climb on board. ",Neutral
Bitcoin slumps toward levels last seen in May’s crypto selloff ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-slumps-toward-levels-last-seen-in-mays-crypto-selloff/,8 Jun 2021 / ,"Joanna Ossinger and Eric Lam, Bloomberg",The largest token tumbled almost 7% at one point on Tuesday and was around $33 100 as of 9:13 a.m. in London. ,Neutral
Gold is good but Bitcoin better for $7.5bn hedge fund ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/gold-is-good-but-bitcoin-better-for-7-5bn-hedge-fund/,7 Jun 2021 / ,"Ranjeetha Pakiam, Bloomberg","Both are likely to rally even as the Federal Reserve moves to taper asset purchases, said Troy Gayeski. ",Neutral
Elon Musk is good for Bitcoin even on down day ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/elon-musk-is-good-for-bitcoin-even-on-down-day/,4 Jun 2021 / ,"Sonali Basak, Bloomberg","'Whether he’s pushing markets up or down, that’s probably good in the long term,' Binance.US Chief Executive Officer Brian Brooks said. ",Positive
Bitcoin slides after Musk tweets broken-heart emoji for token ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-slides-after-musk-tweets-broken-heart-emoji-for-token/,4 Jun 2021 / ,"Eric Lam, Bloomberg",The latest post from the billionaire to buffet the token’s price. ,Positive
Investors turn to arbitrage after crypto crash ,,https://www.moneyweb.co.za/moneyweb-crypto/investors-turn-to-arbitrage-after-crypto-crash/,4 Jun 2021 / ,Ciaran Ryan,BitInvest applies computer algorithms to bitcoin arbitrage opportunities. ,Neutral
Sars puts crypto exchanges under the magnifying glass ,,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/sars-puts-crypto-exchanges-under-the-magnifying-glass/,2 Jun 2021 / ,Thomas Lobban,The warning shots were fired after the 2020 tax filing season when taxpayers were asked to disclose if they had cryptocurrency investments. ,Neutral
Bitcoin’s easing volatility sends bullish signal for some ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-easing-volatility-sends-bullish-signal-for-some/,1 Jun 2021 / ,"Joanna Ossinger, Bloomberg",A tentative sign the fragile digital currency could recover. ,Neutral
"Crypto mining booms on cheap, subsidised energy in Argentina ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-mining-booms-on-cheap-subsidised-energy-in-argentina/,1 Jun 2021 / ,"Scott Squires, Bloomberg",Fueled by memories of currency busts and powered by government-subsidised electricity. ,Neutral
"Sars turns on the heat, asks crypto exchanges for certain customers’ information ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/sars-turns-on-the-heat-asks-crypto-exchanges-for-certain-customers-information/,1 Jun 2021 / ,Ciaran Ryan,"AltCoinTrader, Luno, and VALR say they have been approached by Sars for information on a small number of customers. ",Negative
Bitcoin’s volatility spawns new crypto balance sheet alternative ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoins-volatility-spawns-new-crypto-balance-sheet-alternative/,31 May 2021 / ,"Olga Kharif, Bloomberg",Corporate treasurers fed up with rock-bottom returns on their cash are about to get another pitch from the world of crypto. ,Neutral
"As exhaustion hits bitcoin price, institutional demand returns ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/as-exhaustion-hits-bitcoin-price-institutional-demand-returns/,31 May 2021 / ,Ciaran Ryan,Institutional flows are picking up after a brutal sell-off in May. ,Negative
"Ark’s Wood says bitcoin can’t be shut down, rebuts ESG fears ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/arks-wood-says-bitcoin-cant-be-shut-down-rebuts-esg-fears/,30 May 2021 / ,"Sunil Jagtiani, Bloomberg",World's largest crypto is now steadier following plunge. ,Neutral
Bitcoin slumps 8% as it heads for bruising monthly drop ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-slumps-8-as-it-heads-for-bruising-monthly-drop/,28 May 2021 / ,"Tom Wilson, Reuters",Second largest digital token ether fell as much as 11% to a four-day low. ,Positive
"Crypto slide, gaming slowdown wipe billions off tycoon’s fortune ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-slide-gaming-slowdown-wipe-billions-off-tycoons-fortune/,28 May 2021 / ,"Yoojung Lee, Bloomberg","Kim Jung-ju, the billionaire behind Nexon Co., is having a turbulent month. ",Negative
Bitcoin hovers around $40 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-hovers-around-40-000/,26 May 2021 / ,"Eric Lam, Bloomberg",As cryptos bounce back from rout. ,Neutral
Bitcoin resumes slide as energy usage debate whipsaws investors ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-resumes-slide-as-energy-usage-debate-whipsaws-investors/,26 May 2021 / ,"Vildana Hajric and Eric Lam, Bloomberg","The largest digital currency slipped as much as 6.5% to $36 494 in New York, following a 16% jump on Monday. ",Positive
"Crypto assets both dangerous and draw enthusiasm, BOE says ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-assets-both-dangerous-and-draw-enthusiasm-boe-says/,25 May 2021 / ,"Lizzy Burden, Bloomberg",'Getting carried away' with financial innovation. ,Neutral
Bitcoin trims gain after Musk’s miner tweet spurred volatility ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-trims-gain-after-musks-miner-tweet-spurred-volatility/,25 May 2021 / ,"Vildana Hajric and Eric Lam, Bloomberg","The largest digital currency fell as much as 3% to dip briefly below $38 000 in Asian trading, following a 16% overnight jump. ",Positive
Bitcoin bounces back above $38 000 after weekend selloff ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-bounces-back-above-38-000-after-weekend-selloff/,24 May 2021 / ,"Yakob Peterseil and Joanna Ossinger, Bloomberg","Ether, the second-largest token, also rebounded on Monday, jumping 15% to about $2 373. ",Neutral
"Bitcoin is in a bear market, but for how long? ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-is-in-a-bear-market-but-for-how-long/,24 May 2021 / ,Ciaran Ryan,Bull and bear market cycles are getting shorter. ,Neutral
HSBC CEO says Bitcoin not for us ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/hsbc-ceo-says-bitcoin-not-for-us/,24 May 2021 / ,"Lawrence White and Rachel Armstrong, Reuters",HSBC has no plans to launch a cryptocurrency trading desk or offer the digital coins as an investment to customer. ,Neutral
Wall Street aims to make sense of confounding bitcoin swings ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/wall-street-aims-to-make-sense-of-confounding-bitcoin-swings/,24 May 2021 / ,"Joanna Ossinger, Bloomberg","The largest cryptocurrency rebounded on Monday, climbing 9% to $36 800 as of 8:42 a.m. in London. ",Neutral
China hammers bitcoin anew with warning on miner crackdown ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/china-hammers-bitcoin-anew-with-warning-on-miner-crackdown/,21 May 2021 / ,"Joanna Ossinger, Bloomberg",As part of an effort to control financial risks. ,Neutral
Musk tells Ark that audits could solve Bitcoin’s energy concerns ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/musk-tells-ark-that-audits-could-solve-bitcoins-energy-concerns/,21 May 2021 / ,"Nathan Crooks, Bloomberg",'This question is easily resolved if the top 10 hashing orgs just post audited numbers of renewable energy vs not.' ,Positive
Bitcoin claws back to $40 000 after crypto market meltdown ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-claws-back-to-40-000-after-crypto-market-meltdown/,20 May 2021 / ,"Joanna Ossinger, Bloomberg",Markets are showing signs of recovery after Wednesday’s dramatic selloff. ,Negative
"Bitcoin whipsaws investors with same-day plunge, rally of 30% ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-whipsaws-investors-with-same-day-plunge-rally-of-30/,20 May 2021 / ,"Vildana Hajric, Bloomberg",A 31% plunge in the morning. A 33% surge in the afternoon. ,Neutral
Tesla loses nearly $300bn in market cap since January ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/tesla-loses-nearly-300bn-in-market-cap-since-january/,20 May 2021 / ,"Esha Dey, Bloomberg","Shares in the Elon Musk-led company closed down 2.5% at $563.46, the lowest since March 8. ",Negative
Bitcoin plunges to $38 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-plunges-to-38-000/,19 May 2021 / ,"Vildana Hajric and Joanna Ossinger, Bloomberg", As Elon Musk-fueled rally collapses. ,Neutral
Bitcoin’s obstacles mount amid China cryptocurrency warning ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-obstacles-mount-amid-china-cryptocurrency-warning/,19 May 2021 / ,Ciaran Ryan,People’s Bank of China conveyed a statement reiterating that digital tokens can’t be used as a form of payment. ,Neutral
Elon Musk causes panic rush for exit door by bitcoin newcomers ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/elon-musk-causes-panic-rush-for-exit-door-by-bitcoin-newcomers/,19 May 2021 / ,"Joanna Ossinger, Bloomberg",But old-timers have seen this movie before and are going nowhere. ,Neutral
Musk fuels Bitcoin volatility by saying Tesla hasn’t sold stake ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/musk-fuels-bitcoin-volatility-by-saying-tesla-hasnt-sold-stake/,17 May 2021 / ,"Claire Ballentine, Bloomberg","For a second week, the crypto market is being ruled by tweets from billionaire Elon Musk. ",Neutral
Crypto fund Pantera says bitcoin energy concern to impact market ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-fund-pantera-says-bitcoin-energy-concern-to-impact-market/,15 May 2021 / ,Ciaran Ryan,The largest cryptocurrency plunged on Thursday in the wake of Musk’s comments about bitcoin’s energy use. ,Neutral
Elon Musk ignites climate debate over bitcoin ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/elon-musk-ignites-climate-debate-over-bitcoin/,14 May 2021 / ,"Brandon Kochkodin, Bloomberg",And hints Tesla might adopt more energy-efficient cryptocurrencies. ,Positive
Roaring crypto cacophony drowns out rest of Wall Street ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/roaring-crypto-cacophony-drowns-out-rest-of-wall-street/,14 May 2021 / ,"Gearoid Reidy and Joe Easton, Bloomberg","If you really want to get people’s attention right now, you need to tell them a story about crypto. ",Positive
Musk’s Bitcoin concerns sink crypto-linked stocks ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/musks-bitcoin-concerns-sink-crypto-linked-stocks/,14 May 2021 / ,"Joe Weisenthal, Bloomberg","Crypto shares from the US to Asia slid as Bitcoin plunged as much as 15%, sinking to a low of $46 045 before trimming the decline. ",Positive
Bitcoin isn’t behaving as an inflation hedge ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-isnt-behaving-as-an-inflation-hedge/,13 May 2021 / ,"Dana Hull and Dave Liedtka, Bloomberg",Its move still makes sense. ,Neutral
Musk sends Bitcoin tumbling with shock u-turn on payments ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/musk-sends-bitcoin-tumbling-with-shock-u-turn-on-payments/,13 May 2021 / ,"Joe Weisenthal, Bloomberg",The electric-vehicle manufacturer is suspending purchases using Bitcoin. ,Neutral
The difference between a Memecoin and a Memestock ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/the-difference-between-a-memecoin-and-a-memestock/,12 May 2021 / ,"Yakob Peterseil, Bloomberg","By now, everyone has become familiar with meme-assets. ",Positive
Dogecoin spikes after Musk asks whether Tesla should accept it ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/dogecoin-spikes-after-musk-asks-whether-tesla-should-accept-it/,11 May 2021 / ,Ciaran Ryan,"The token jumped from around 46 cents to as high as 54 cents after Musk’s tweet, according to Coinmarketcap.com ",Positive
Bitcoin surrenders market dominance ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-surrenders-market-dominance/,11 May 2021 / ,"Joanna Ossinger, Bloomberg",As investor interest rotates to Ethereum and riskier altcoins.  ,Neutral
Ether’s 1 500% jump is just the start for the crypto faithful ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/ethers-1-500-jump-is-just-the-start-for-the-crypto-faithful/,4 May 2021 / ,"Joanna Ossinger, Bloomberg",Ether rose 2.5% to $3 366 as of 8:18 a.m. in London. ,Positive
"Bitcoin is facing a make-or-break moment, technicals show ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-is-facing-a-make-or-break-moment-technicals-show/,29 Apr 2021 / ,"Vildana Hajric and Lu Wang, Bloomberg","Following a recent bout of selling, according to technical analysis. ",Neutral
Crypto wunderkind’s tokens surge to top of best-performing list ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-wunderkinds-tokens-surge-to-top-of-best-performing-list/,28 Apr 2021 / ,"Olga Kharif, Bloomberg"," 'Solana is a promising competitor in a crowded space,' said crypto investor Aaron Brown ",Positive
Bitcoin bounces strongly after hitting lowest since early March ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-bounces-strongly-after-hitting-lowest-since-early-march/,26 Apr 2021 / ,Bloomberg News ,World's largest crypto rallies after dropping to the lowest level in seven weeks. ,Neutral
Turkey arrests dozens in probe of crypto exchange collapse ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/turkey-arrests-dozens-in-probe-of-crypto-exchange-collapse/,23 Apr 2021 / ,"Onur Ant, Bloomberg","Security forces detained 62 people in eight cities including Istanbul, where the Thodex exchange was based. ",Neutral
Turkish crypto exchange goes bust as founder flees country ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/turkish-crypto-exchange-goes-bust-as-founder-flees-country/,23 Apr 2021 / ,"Taylan Bilgic and Firat Kozok, Bloomberg",Leaving hundreds of thousands of investors fearing their savings have evaporated as authorities sought to locate the company’s 27-year-old founder. ,Neutral
Bitcoin drops below $50 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-drops-below-50-000/,23 Apr 2021 / ,"Vildana Hajric and Joanna Ossinger, Bloomberg",Amid tax and momentum concerns. ,Neutral
Steynbergs of MTI provisionally sequestrated ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/steynbergs-of-mti-provisionally-sequestrated/,23 Apr 2021 / ,Ciaran Ryan,And still no sight of the missing CEO. ,Negative
Wall Street starts to see weakness emerge in bitcoin charts ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/wall-street-starts-to-see-weakness-emerge-in-bitcoin-charts/,22 Apr 2021 / ,"Joanna Ossinger and Vildana Hajric, Bloomberg",Enter the chart watchers. ,Neutral
Dogecoin retreats after topping Ford and Kraft in market value ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/dogecoin-retreats-after-topping-ford-and-kraft-in-market-value/,21 Apr 2021 / ,"Yakob Peterseil, Bloomberg","For a cryptocurrency created as a joke, Dogecoin finds itself in some serious company. ",Negative
Dogecoin rips in meme-fueled frenzy as biggest cryptos struggle ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/dogecoin-rips-in-meme-fueled-frenzy-as-biggest-cryptos-struggle/,20 Apr 2021 / ,"Joanna Ossinger, Bloomberg",Fans are driving Dogecoin higher to mark an auspicious day. ,Positive
Coinbase hangover rattles crypto assets with bitcoin falling ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/coinbase-hangover-rattles-crypto-assets-with-bitcoin-falling/,19 Apr 2021 / ,"Shamim Adam and Emily Barrett, Bloomberg ",World's biggest crypto drops the most since February. ,Positive
Bitcoin-ETF frenzy heats up with grayscale deal ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-etf-frenzy-heats-up-with-grayscale-deal/,16 Apr 2021 / ,"Nick Baker, Bloomberg ",Ticker change. ,Neutral
Why regulation is essential for mass adoption of cryptos ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/why-regulation-is-essential-for-mass-adoption-of-cryptos/,16 Apr 2021 / ,Wiehann Olivier,It will help build the trust that reputable crypto operators are seeking – and help prevent the next MTI scam. ,Positive
R1m bitcoin now within sight ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/r1m-bitcoin-now-within-sight/,15 Apr 2021 / ,Ciaran Ryan,It was trading at just R2 450 six years ago. ,Neutral
